,Human_ABCD1_1,Human_ABCD1_2,Human_ABCD1_3,Human_NT_1,Human_NT_2,Human_NT_3
RP1-224A6.3,5.523,7.301,4.6,4.241,4.97,4.337
RP1-224A6.4,162.929,169.139,172.022,179.196,144.138,208.183
CDC42,8026.764,8261.052,7807.245,10705.123,11011.124,11202.859
RP1-224A6.6,11.967,12.168,12.879,25.448,7.952,12.144
RP1-224A6.8,17.49,4.867,10.119,12.724,16.899,9.542
RP1-224A6.9,24.854,15.819,18.398,31.81,5.964,8.674
WNT4,33.138,23.12,39.556,31.81,26.839,31.227
ZBTB40,1404.684,1368.933,1417.576,1211.961,1284.316,1297.675
RP1-61A9.4,4.603,8.518,2.76,12.724,1.988,5.205
EPHA8,0.921,0.0,0.0,0.0,0.0,0.0
EPHB2,2269.034,2201.244,2486.507,1565.052,1520.901,1498.052
MIR4684,0.0,0.0,0.0,1.06,0.0,0.867
RP11-69E9.1,2.762,0.0,1.84,3.181,1.988,0.0
C1orf234,6.444,0.0,4.6,0.0,0.0,0.0
KDM1A,2245.101,2332.661,2437.752,2295.621,2337.018,2166.84
RP1-184J9.2,1.841,7.301,1.84,5.302,6.958,7.807
MIR3115,0.0,1.217,0.92,0.0,0.0,0.0
MIR4419A,1.841,0.0,0.0,0.0,0.0,0.0
LUZP1,2399.745,2399.587,2598.735,3908.388,4396.696,4331.946
RP5-979D14.1,23.933,12.168,17.478,18.026,12.923,23.421
RNU6-514P,1.841,0.0,0.92,0.0,10.935,1.735
RNU6-135P,5.523,2.434,3.68,1.06,5.964,3.47
HTR1D,238.41,288.388,256.654,83.766,72.566,67.66
RP5-1057J7.6,217.238,172.79,199.62,265.083,255.472,266.301
RP5-1057J7.8,33.138,19.469,24.837,28.629,32.804,39.902
HNRNPR,2759.66,2891.186,2849.87,2690.065,3000.052,2996.103
ZNF436,930.626,1047.69,1012.817,446.4,482.116,477.087
C1orf213,101.255,98.563,104.869,88.008,82.506,85.876
RP5-1057J7.7,0.921,1.217,3.68,0.0,0.0,0.0
TCEA3,40.502,63.275,55.194,27.569,11.929,26.023
ASAP3,753.89,896.803,836.195,336.126,327.043,371.26
E2F2,1.841,0.0,1.84,14.845,18.887,21.686
RP1-150O5.3,1.841,4.867,1.84,0.0,1.988,1.735
ID3,1005.186,1180.324,1099.288,2010.392,1900.629,1645.515
MDS2,0.0,4.867,0.0,0.0,1.988,0.0
RPL11,10492.785,11789.856,10785.901,11859.826,11954.48,12079.83
ELOA,2151.21,2266.952,2434.992,2046.443,1991.088,1997.691
RP5-886K2.3,9.205,2.434,1.84,6.362,7.952,10.409
PITHD1,395.815,313.942,386.361,480.331,477.145,468.412
LYPLA2,1515.144,1562.408,1530.724,1266.038,1293.263,1217.872
GALE,502.593,592.596,584.14,960.662,973.178,912.536
HMGCL,784.266,795.806,785.6,374.298,405.574,402.488
FUCA1,562.426,635.185,576.781,349.91,372.77,355.646
RP11-4M23.4,0.0,2.434,0.0,0.0,0.0,0.0
PNRC2,1588.784,1720.596,1615.355,1920.263,1920.51,1931.767
SRSF10,2419.996,2567.509,2505.825,2033.719,1941.385,2014.173
MYOM3,23.013,18.252,14.719,5.302,8.946,8.674
IFNLR1,0.0,0.0,0.0,2.121,0.0,0.0
GRHL3,4.603,2.434,0.92,2.121,1.988,3.47
STPG1,148.201,153.32,145.345,119.818,104.376,120.573
NIPAL3,821.086,786.071,814.117,769.802,788.284,764.206
RCAN3,59.833,54.757,52.435,85.887,81.512,98.02
SRRM1,1321.839,1441.942,1407.457,1674.266,1778.361,1765.22
RP11-373M8.2,6.444,0.0,0.0,1.06,0.0,0.0
CLIC4,13624.327,14681.041,13939.34,10694.52,10745.712,11800.518
RNU6-1208P,0.921,3.65,6.439,0.0,2.982,0.0
RP4-706G24.1,0.0,0.0,0.0,2.121,0.0,0.0
SYF2,226.443,212.945,235.496,711.484,698.819,731.244
RP3-465N24.7,18.41,24.337,22.078,12.724,22.863,27.758
RP3-465N24.8,5.523,0.0,1.84,2.121,7.952,5.205
RSRP1,1791.294,1826.46,1835.213,1857.704,1702.813,1651.587
RP3-465N24.6,1.841,4.867,1.84,2.121,0.0,1.735
RP3-465N24.5,4.603,3.65,3.68,2.121,0.0,2.602
RHD,21.172,9.735,10.119,14.845,4.97,10.409
RP11-335G20.1,7.364,6.084,8.279,12.724,11.929,17.349
RP11-335G20.7,0.0,0.0,2.76,2.121,2.982,1.735
TMEM50A,1817.068,2019.936,1855.451,1859.824,1764.444,1726.186
RHCE,8.285,6.084,3.68,6.362,7.952,5.205
RP3-469D22.1,3.682,0.0,0.0,0.0,2.982,3.47
TMEM57,602.007,629.101,637.495,853.568,796.236,844.009
LDLRAP1,224.602,228.764,243.775,783.586,797.23,786.759
RP11-70P17.1,0.921,0.0,5.519,0.0,0.0,0.0
MAN1C1,53.389,98.563,68.993,19.086,15.905,23.421
RP1-187B23.1,3.682,0.0,6.439,0.0,1.988,3.47
SEPN1,705.103,822.576,895.989,534.408,588.479,615.008
RP1-317E23.3,2.762,1.217,0.92,4.241,10.935,9.542
MTFR1L,431.715,485.515,438.795,452.762,427.443,534.337
AUNIP,19.331,9.735,15.638,26.508,35.786,46.841
RP1-125I3.2,6.444,2.434,1.84,0.0,1.988,0.0
PAQR7,126.109,124.117,148.105,225.851,189.864,191.702
STMN1,2570.958,2863.199,2858.149,4021.844,4031.879,3991.913
RP1-125I3.7,0.0,2.434,0.0,0.0,0.0,0.0
RP1-125I3.4,0.921,0.0,0.92,0.0,0.0,0.0
PAFAH2,85.607,79.094,69.913,224.791,177.935,200.376
EXTL1,3.682,2.434,7.359,8.483,1.988,0.867
SLC30A2,1.841,0.0,0.0,4.241,0.0,3.47
PDIK1L,194.226,214.162,200.54,154.809,174.953,166.547
FAM110D,124.268,94.913,139.826,100.732,79.524,85.008
RP11-96L14.7,5.523,2.434,1.84,4.241,0.0,1.735
ZNF593,0.0,0.0,0.0,0.0,1.988,0.0
CNKSR1,3.682,2.434,0.0,2.121,1.988,1.735
RP11-231P20.2,2.762,2.434,1.84,2.121,4.97,0.0
CEP85,211.715,198.343,185.821,419.892,425.455,423.306
RP11-231P20.5,0.0,0.0,0.0,2.121,0.0,0.0
SH3BGRL3,2909.702,3151.587,2905.984,2453.611,2388.709,2397.577
UBXN11,128.87,124.117,117.748,144.205,146.126,143.126
CRYBG2,0.0,0.0,0.0,4.241,0.0,0.867
ZNF683,0.0,0.0,0.0,2.121,0.0,0.0
LIN28A,0.0,0.0,1.84,11.664,5.964,0.0
DHDDS,1136.818,1174.24,1129.645,1161.065,1210.756,1069.541
RP3-476K8.4,8.285,1.217,10.119,11.664,12.923,6.939
RP3-476K8.3,11.967,7.301,8.279,15.905,18.887,8.674
HMGN2,1221.504,1096.363,1233.594,1777.118,1593.467,1822.47
RPS6KA1,46.946,36.505,51.515,213.127,215.709,202.979
RF01210,11.046,10.951,5.519,5.302,0.994,7.807
RP5-968P14.2,9.205,6.084,5.519,5.302,13.917,6.939
ARID1A,1258.324,1237.515,1239.114,870.534,864.826,891.718
PIGV,104.017,88.829,98.43,300.074,278.335,316.612
ZDHHC18,382.928,322.46,334.846,438.978,419.49,391.211
SFN,0.0,0.0,0.0,11.664,3.976,5.205
GPN2,408.702,478.214,379.921,424.133,421.478,392.078
GPATCH3,213.556,165.489,201.459,303.255,277.341,289.722
NUDC,1048.45,1248.466,1088.249,1753.791,1596.449,1611.685
NR0B2,0.0,0.0,0.0,0.0,2.982,1.735
KDF1,5.523,3.65,0.0,2.121,9.941,0.0
RP11-344H11.4,0.921,0.0,0.92,0.0,0.0,0.867
RP11-344H11.5,0.0,0.0,0.0,0.0,0.0,1.735
RP11-344H11.6,0.0,0.0,0.0,0.0,1.988,0.0
TRNP1,185.941,181.308,192.26,162.231,154.078,170.884
FAM46B,5.523,12.168,5.519,12.724,15.905,15.614
SLC9A1,454.727,466.045,510.548,426.254,433.407,457.136
RP11-40H20.1,26.695,26.77,11.039,15.905,16.899,13.011
RP11-40H20.2,4.603,8.518,3.68,4.241,7.952,3.47
WDTC1,709.706,716.712,827.916,816.457,826.058,812.782
RP11-4K3__A.3,1.841,2.434,0.92,2.121,0.0,0.0
TMEM222,584.518,571.91,626.456,588.485,628.241,575.106
RNU6-48P,1.841,2.434,1.84,2.121,0.0,0.0
RP11-4K3__A.5,7.364,2.434,5.519,10.603,11.929,6.072
SYTL1,3.682,7.301,1.84,4.241,7.952,1.735
MAP3K6,145.439,142.369,150.865,192.981,163.025,115.368
FCN3,0.0,2.434,0.0,2.121,0.0,1.735
GPR3,1.841,2.434,1.84,16.965,15.905,15.614
WASF2,527.447,449.01,465.473,1860.885,1898.641,1867.577
RP4-752I6.1,4.603,8.518,6.439,6.362,2.982,6.072
RP1-159A19.4,0.0,2.434,0.0,0.0,0.0,0.0
AHDC1,142.678,138.718,212.498,168.593,178.93,157.872
FGR,3.682,0.0,3.68,2.121,0.0,1.735
RP1-159A19.3,75.481,80.311,56.114,58.318,64.613,54.648
RP11-288L9.1,1.841,7.301,11.039,11.664,3.976,4.337
IFI6,9194.879,8455.744,8910.212,20451.706,19699.146,19430.432
RP11-288L9.4,124.268,97.346,83.711,137.843,164.019,108.429
FAM76A,149.121,132.634,133.386,184.498,164.019,190.835
RP3-426I6.2,0.0,0.0,3.68,1.06,1.988,6.939
RP3-426I6.3,2.762,0.0,0.0,4.241,1.988,3.47
STX12,2504.682,2573.593,2551.82,3395.187,3345.982,3352.617
RP3-426I6.5,11.046,2.434,11.959,14.845,23.857,13.011
RP3-426I6.6,10.126,6.084,2.76,6.362,10.935,13.879
PPP1R8,891.965,981.981,937.385,822.819,967.213,1034.844
SCARNA1,5.523,8.518,9.199,7.422,10.935,5.205
THEMIS2,348.87,311.508,322.887,508.96,450.306,466.677
RPA2,403.179,450.227,459.953,394.444,415.514,413.764
SMPDL3B,0.0,0.0,0.0,13.784,13.917,8.674
RP11-460I13.2,0.0,0.0,0.0,0.0,2.982,0.0
XKR8,136.234,113.165,146.265,279.928,323.067,318.347
EYA3,952.718,964.945,1051.453,933.093,920.493,957.643
RP11-460I13.6,8.285,3.65,5.519,4.241,2.982,2.602
RN7SL559P,7.364,4.867,7.359,6.362,5.964,0.0
RP5-1053E7.1,75.481,110.731,78.192,174.955,167.995,275.843
PTAFR,3.682,2.434,1.84,16.965,1.988,0.0
DNAJC8,1816.147,1776.57,1786.458,2419.68,2294.274,2460.899
ATPIF1,818.325,905.321,810.437,955.36,836.993,797.168
RP5-1092A3.4,15.649,19.469,21.158,10.603,10.935,7.807
RP5-1092A3.5,0.0,0.0,1.84,0.0,2.982,0.867
SESN2,249.456,195.909,203.299,908.706,923.475,900.392
MED18,274.309,324.893,298.97,435.797,419.49,481.424
PHACTR4,323.096,287.172,293.45,1352.985,1257.477,1409.574
RP1-308E4.1,5.523,2.434,0.92,6.362,0.994,6.072
RNU6ATAC27P,0.0,0.0,0.0,6.362,0.0,0.867
RCC1,372.803,395.469,380.841,781.466,665.021,675.728
SNHG3,547.698,507.418,516.987,1174.849,1070.595,996.677
SNORA73B,1487.529,1619.599,1535.324,1975.401,2416.543,2471.308
RP4-669K10.3,1.841,1.217,0.92,0.0,3.976,1.735
RP4-669K10.8,5.523,3.65,12.879,4.241,9.941,5.205
TRNAU1AP,460.25,466.045,519.747,380.66,353.883,327.889
SNHG12,87.448,118.032,154.544,279.928,306.168,272.373
SNORD99,3.682,2.434,2.76,19.086,6.958,10.409
TAF12,294.56,339.495,257.574,251.299,250.501,273.24
RAB42,1.841,0.0,5.519,0.0,4.97,5.205
RP11-442N24__B.1,7.364,10.951,4.6,1.06,7.952,3.47
RNU11,49.707,57.191,45.075,27.569,36.78,52.046
GMEB1,376.485,383.301,427.756,500.477,508.955,509.181
RF00422,0.921,0.0,1.84,0.0,1.988,1.735
YTHDF2,1502.257,1493.049,1533.484,2201.252,2009.975,2092.241
OPRD1,0.0,0.0,2.76,0.0,2.982,1.735
RP1-212P9.3,0.921,0.0,0.0,0.0,0.0,0.0
EPB41,1158.91,1194.926,1240.954,1004.135,921.487,943.764
RP4-604A21.1,3.682,0.0,0.0,0.0,0.0,0.0
RF00017,126.109,98.563,97.51,130.421,114.316,112.766
TMEM200B,0.0,0.0,0.0,0.0,3.976,2.602
RP11-242O24.3,7.364,0.0,3.68,0.0,5.964,4.337
SRSF4,1722.256,1682.874,1697.227,1548.086,1517.919,1412.176
RF02271,25.774,36.505,36.796,34.991,37.774,31.227
MECR,195.146,197.126,245.615,364.755,382.71,340.9
RP11-467D18.2,4.603,0.0,1.84,2.121,1.988,8.674
PTPRU,36.82,21.903,20.238,19.086,25.845,21.686
RP3-437I16.1,0.0,0.0,0.0,0.0,1.988,0.0
RP4-656G21.1,0.0,0.0,1.84,0.0,2.982,0.0
MATN1,6.444,0.0,1.84,2.121,0.0,0.0
RP5-1166H10.2,16.569,4.867,14.719,10.603,11.929,20.818
LAPTM5,2190.791,2234.098,2265.729,1181.211,1167.018,1210.065
RP5-1125N11.2,0.0,0.0,1.84,0.0,0.0,1.735
SDC3,333.221,317.592,391.88,307.497,354.877,334.828
PUM1,2404.347,2612.532,2742.241,2947.726,2958.301,3038.607
RP11-201O14.1,13.808,6.084,7.359,10.603,7.952,9.542
RP11-201O14.2,1.841,4.867,7.359,9.543,11.929,15.614
NKAIN1,0.0,0.0,0.0,6.362,5.964,0.0
SNRNP40,824.768,950.343,848.154,1430.389,1288.293,1397.43
RP11-490K7.4,7.364,4.867,5.519,18.026,4.97,7.807
ZCCHC17,562.426,632.751,611.738,367.936,386.687,334.828
RP11-266K22.2,2.762,0.0,1.84,0.0,2.982,2.602
FABP3,103.096,98.563,119.588,22.267,17.893,28.625
SERINC2,83.766,49.89,51.515,160.11,168.989,212.52
RP11-73M7.10,3.682,0.0,1.84,9.543,1.988,6.939
RP11-73M7.1,5.523,2.434,3.68,12.724,19.881,13.879
TINAGL1,4253.633,4350.163,4421.07,5224.261,4568.667,4490.685
HCRTR1,13.808,12.168,8.279,22.267,14.911,5.205
PEF1,1215.061,1291.056,1295.228,1199.237,1186.899,1173.633
RP11-73M7.6,2.762,8.518,7.359,9.543,5.964,9.542
RP11-73M7.9,1.841,0.0,0.0,4.241,0.0,0.0
COL16A1,98.494,97.346,78.192,42.413,71.572,52.046
ADGRB2,11.967,8.518,23.918,4.241,11.929,0.0
RP11-84A19.3,3.682,2.434,0.92,3.181,0.994,0.0
SPOCD1,445.522,369.916,322.887,319.16,334.996,331.358
RP11-84A19.2,0.0,0.0,0.0,3.181,0.0,1.735
RP11-84A19.4,9.205,10.951,8.279,8.483,8.946,6.072
PTP4A2,2953.886,3048.156,3176.436,1761.213,1856.891,1877.986
RP4-534N18.2,15.649,12.168,10.119,6.362,11.929,12.144
RP4-534N18.4,0.0,0.0,0.0,0.0,1.988,1.735
KHDRBS1,1826.273,2074.693,1934.563,1560.81,1716.729,1671.538
RP11-277A4.4,10.126,14.602,12.879,4.241,3.976,13.879
TMEM39B,176.736,180.091,169.263,249.178,230.62,221.195
MIR5585,2.762,0.0,0.0,5.302,1.988,1.735
KPNA6,2402.506,2459.211,2432.232,3523.487,3542.805,3509.622
TXLNA,2184.348,2338.745,2309.885,3538.332,3526.9,3324.859
CCDC28B,287.196,350.447,307.249,195.101,153.084,163.944
RP4-622L5.7,8.285,1.217,3.68,1.06,0.0,1.735
IQCC,41.423,46.239,35.876,49.836,61.631,57.25
DCDC2B,51.548,35.288,25.757,37.112,35.786,32.962
TMEM234,253.138,208.078,243.775,177.076,200.799,197.774
EIF3I,3791.541,3953.477,3812.092,3387.764,3413.578,3269.344
MTMR9L,393.054,318.809,328.407,248.118,211.733,209.051
FAM167B,57.071,66.926,57.034,33.931,53.679,49.444
LCK,1.841,0.0,1.84,0.0,0.0,1.735
HDAC1,2511.125,2531.004,2492.946,2262.751,2170.017,2122.601
MARCKSL1,2077.57,2347.263,2311.725,3002.863,2984.147,2858.182
RP4-811H24.9,0.0,0.0,2.76,2.121,1.988,3.47
TSSK3,5.523,2.434,3.68,13.784,0.0,12.144
FAM229A,23.013,20.686,9.199,27.569,35.786,14.746
BSDC1,651.714,677.774,694.529,2427.103,2449.346,2359.41
RP11-395N6.1,0.0,2.434,0.0,0.0,0.0,0.0
RP11-395N6.4,0.0,0.0,0.92,0.0,0.0,0.0
RP11-395N6.2,1.841,4.867,0.0,2.121,0.0,0.0
RP1-27O5.3,0.0,2.434,0.0,0.0,0.0,0.0
ZBTB8B,0.0,4.867,3.68,0.0,0.0,0.0
ZBTB8A,167.531,142.369,180.302,137.843,137.179,168.281
ZBTB8OS,347.949,293.256,328.407,211.006,245.531,278.445
RBBP4,1632.047,1712.078,1664.11,2449.37,2531.853,2611.832
SYNC,143.598,144.803,143.505,47.715,62.625,68.527
RP11-114B7.6,0.0,0.0,0.0,0.0,0.0,1.735
KIAA1522,106.778,94.913,143.505,265.083,229.626,234.206
YARS,1539.077,1499.133,1638.353,2745.203,2497.061,2666.48
S100PBP,621.338,573.126,551.944,651.045,648.122,570.769
FNDC5,2.762,4.867,1.84,6.362,5.964,2.602
HPCA,3.682,7.301,0.0,0.0,0.0,1.735
TMEM54,125.188,132.634,135.226,186.619,172.965,170.884
RNF19B,701.421,630.317,646.694,915.068,788.284,786.759
RP5-1174N9.2,1.841,2.434,0.0,0.0,0.0,0.0
RP4-803A2.1,1.841,0.0,1.84,4.241,3.976,1.735
RP4-803A2.2,6.444,2.434,2.76,1.06,0.0,0.0
RP1-117O3.2,11.046,13.385,16.558,4.241,14.911,9.542
AK2,1176.4,1036.738,1149.883,2005.09,1959.278,2007.233
AZIN2,25.774,25.553,20.238,31.81,42.744,29.493
RP11-131M11.2,3.682,0.0,5.519,2.121,3.976,1.735
TRIM62,135.314,111.948,156.384,66.801,56.661,80.671
RP11-131M11.3,18.41,20.686,22.078,6.362,1.988,5.205
ZNF362,356.234,376.0,400.159,258.721,321.079,248.952
RP11-415J8.7,3.682,4.867,1.84,0.0,3.976,3.47
A3GALT2,0.0,0.0,0.0,2.121,0.0,0.867
RP11-415J8.3,85.607,49.89,84.631,47.715,55.667,52.046
PHC2,1444.265,1671.923,1543.603,1468.561,1285.31,1347.986
MIR3605,1.841,0.0,0.0,0.0,0.994,3.47
RN7SKP16,14.728,19.469,8.279,8.483,2.982,8.674
RP11-415J8.5,0.0,2.434,1.84,3.181,0.0,1.735
ZSCAN20,200.669,211.728,228.137,229.032,245.531,232.471
CSMD2,0.0,1.217,0.92,6.362,1.988,0.0
SMIM12,715.229,754.434,816.877,954.3,1003.993,916.006
GJB5,0.0,0.0,1.84,0.0,0.0,0.0
GJB4,1.841,0.0,2.76,2.121,0.0,0.0
GJB3,3.682,2.434,3.68,2.121,1.988,3.47
GJA4,19.331,17.036,22.078,4.241,7.952,7.807
RP5-997D16.2,14.728,9.735,16.558,8.483,24.851,12.144
DLGAP3,3.682,0.0,2.76,0.0,0.0,0.0
RP11-244H3.5,1.841,9.735,14.719,2.121,1.988,1.735
RP11-244H3.1,6.444,3.65,9.199,6.362,6.958,5.205
TMEM35B,0.921,0.0,1.84,0.0,0.0,0.0
ZMYM6,277.071,311.508,276.892,231.153,208.751,214.255
ZMYM1,335.983,356.531,331.166,444.28,510.943,530.867
RP11-181E22.1,0.0,2.434,0.92,1.06,2.982,1.735
SFPQ,6379.068,6816.676,6964.611,6546.497,6428.54,6497.051
ZMYM4,2047.193,2243.833,2077.148,1987.064,1985.124,2013.305
RN7SL503P,1.841,2.434,0.92,0.0,0.0,0.867
RF00091,11.046,2.434,12.879,2.121,3.976,2.602
RP4-765A10.1,19.331,21.903,32.197,11.664,11.929,18.216
RP4-765A10.2,7.364,4.867,5.519,2.121,1.988,7.807
KIAA0319L,2298.49,2596.713,2628.172,1453.717,1494.062,1388.755
RP4-728D4.3,7.364,3.65,7.359,4.241,0.0,1.735
NCDN,603.848,644.919,705.568,378.539,326.049,382.537
RP4-728D4.2,0.921,3.65,0.0,3.181,0.0,0.867
TFAP2E,5.523,3.65,5.519,4.241,1.988,3.47
PSMB2,2213.804,2412.972,2164.539,2515.11,2453.323,2525.956
C1orf216,402.259,384.518,436.955,570.459,475.157,508.314
CLSPN,51.548,34.071,45.995,183.438,193.84,185.63
AGO4,882.76,860.298,953.023,1152.582,1135.208,1076.481
AGO1,772.3,762.952,700.969,1678.507,1702.813,1774.762
RP4-789D17.4,1.841,2.434,0.0,0.0,0.0,0.0
AGO3,735.48,714.279,705.568,821.758,843.951,902.995
RP4-665N4.8,9.205,7.301,0.92,12.724,4.97,1.735
RP4-665N4.4,3.682,6.084,3.68,0.0,0.0,3.47
TEKT2,3.682,0.0,9.199,7.422,7.952,0.867
ADPRHL2,567.028,631.534,569.422,659.527,728.641,649.705
COL8A2,14.728,21.903,12.879,42.413,22.863,17.349
TRAPPC3,1128.534,1086.628,1069.851,1374.192,1415.531,1349.721
MAP7D1,1239.914,1281.321,1397.338,1279.822,1111.351,1131.996
THRAP3,2449.452,2419.056,2361.399,4444.917,4572.643,4533.189
RP11-238O13.1,6.444,4.867,1.84,2.121,2.982,3.47
SH3D21,92.971,53.54,85.551,85.887,76.542,83.273
EVA1B,435.397,433.191,462.713,231.153,240.561,218.592
RP11-268J15.5,16.569,13.385,16.558,10.603,16.899,15.614
STK40,1364.182,1365.282,1365.141,1006.256,1091.47,1034.844
LSM10,176.736,180.091,150.865,108.154,82.506,89.345
OSCP1,170.293,171.573,177.542,147.386,114.316,112.766
SNORA63C,0.0,1.217,0.0,0.0,0.0,0.0
MRPS15,1360.5,1446.81,1391.818,1299.968,1457.282,1363.6
CSF3R,1.841,0.0,1.84,0.0,0.0,0.0
GRIK3,0.0,1.217,0.0,0.0,0.0,0.0
RP11-422J8.1,21.172,2.434,14.719,41.353,32.804,37.299
ZC3H12A,78.243,98.563,84.631,118.757,122.269,149.198
MEAF6,683.932,840.829,721.207,820.698,835.998,915.139
MIR5581,5.523,0.0,10.119,8.483,7.952,3.47
SNIP1,258.661,244.583,258.494,639.381,648.122,613.273
FTHL1,2.762,2.434,4.6,2.121,5.964,3.47
RP3-423B22.5,3.682,6.084,1.84,2.121,0.994,6.072
DNALI1,119.665,148.453,143.505,78.465,87.477,91.08
GNL2,963.764,1014.835,1070.771,1492.949,1545.752,1592.602
C1orf109,162.929,152.104,135.226,314.919,289.269,262.831
CDCA8,37.741,20.686,41.396,306.436,307.162,289.722
EPHA10,0.0,0.0,0.0,0.0,0.994,0.0
MANEAL,8.285,0.0,9.199,5.302,1.988,0.867
YRDC,280.753,310.291,313.688,530.167,529.83,469.28
C1orf122,396.736,501.334,428.676,342.488,308.156,340.033
MTF1,268.786,345.579,321.967,536.529,489.074,441.522
RP11-109P14.8,6.444,2.434,0.92,3.181,1.988,0.0
INPP5B,628.702,782.421,643.014,438.978,454.282,399.018
RF00092,8.285,0.0,0.92,8.483,3.976,1.735
RNU6-584P,0.0,0.0,0.0,2.121,0.994,0.0
SF3A3,1709.369,1731.548,1735.863,2224.579,2449.346,2390.637
RNU6-510P,8.285,1.217,6.439,1.06,5.964,5.205
FHL3,323.096,317.592,323.807,366.875,328.037,364.321
UTP11,717.07,697.243,718.447,636.2,692.855,739.05
RP5-884C9.2,1.841,0.0,0.0,0.0,0.0,0.0
RP5-884C9.3,1.841,0.0,0.92,0.0,0.0,0.0
RP11-334L9.1,0.921,1.217,1.84,1.06,0.994,2.602
RRAGC,363.598,324.893,362.443,441.099,476.151,389.476
RP5-864K19.4,16.569,6.084,12.879,21.207,2.982,8.674
MYCBP,265.104,277.437,278.732,254.48,273.365,241.146
RP5-864K19.6,0.0,0.0,0.0,0.0,1.988,0.867
GJA9,0.0,1.217,4.6,1.06,1.988,1.735
RHBDL2,15.649,4.867,9.199,4.241,12.923,16.481
AKIRIN1,1446.106,1534.421,1513.246,1219.383,1339.983,1256.039
NDUFS5,1872.298,2069.826,1884.888,1975.401,1877.766,1949.115
MACF1,37149.557,37513.619,37424.548,30219.495,33813.703,33391.719
RNU6-608P,2.762,2.434,3.68,6.362,3.976,4.337
RNA5SP44,14.728,2.434,7.359,3.181,6.958,2.602
RP11-416A14.1,1.841,0.0,5.519,0.0,0.0,0.0
RP11-420K8.1,22.092,8.518,6.439,18.026,6.958,5.205
RP11-420K8.2,11.046,2.434,7.359,13.784,8.946,12.144
BMP8A,3.682,1.217,0.92,0.0,5.964,1.735
RP11-69E11.7,19.331,9.735,12.879,9.543,12.923,11.277
PPIEL,20.251,23.12,22.078,21.207,12.923,22.553
PABPC4,1281.337,1332.428,1411.136,1262.857,1290.281,1321.096
RP11-69E11.8,6.444,9.735,7.359,9.543,7.952,4.337
SNORA55,3.682,7.301,2.76,3.181,5.964,7.807
HEYL,0.0,0.0,0.0,0.0,1.988,1.735
PPIE,623.179,602.33,676.131,637.26,668.004,706.955
RP1-144F13.4,0.0,0.0,0.0,0.0,0.994,0.0
BMP8B,12.887,4.867,7.359,13.784,1.988,5.205
OXCT2,4.603,9.735,7.359,9.543,7.952,5.205
RP1-118J21.27,0.921,0.0,0.0,2.121,0.0,0.0
TRIT1,315.732,322.46,373.482,422.013,430.425,432.848
MYCL,4.603,4.867,1.84,27.569,54.673,36.432
RP1-118J21.5,0.0,2.434,0.0,2.121,0.994,1.735
MFSD2A,24.854,25.553,29.437,14.845,11.929,10.409
RP3-342P20.2,5.523,3.65,4.6,1.06,4.97,2.602
CAP1,4654.971,4733.465,4710.84,4627.294,4734.674,4773.467
PPT1,2030.624,1977.347,2000.796,1894.815,1916.534,1980.343
RLF,777.823,759.301,788.36,593.787,643.152,660.114
RNU6-1237P,0.0,2.434,3.68,0.0,1.988,1.735
TMCO2,3.682,0.0,3.68,0.0,0.0,1.735
RP1-39G22.7,30.377,52.324,43.236,91.189,77.536,86.743
ZMPSTE24,1810.624,1843.496,1825.094,1548.086,1524.877,1660.261
RP1-39G22.4,10.126,2.434,4.6,2.121,2.982,6.939
COL9A2,0.0,0.0,5.519,4.241,3.976,6.939
RP1-228H13.1,0.921,2.434,0.0,0.0,0.994,0.0
SMAP2,258.661,234.848,210.659,217.368,237.579,217.725
RP1-228H13.6,1.841,4.867,0.0,0.0,0.0,0.0
ZFP69B,29.456,36.505,36.796,50.896,50.697,68.527
RP1-228H13.5,20.251,17.036,20.238,14.845,15.905,35.565
RP11-656D10.7,0.921,2.434,0.0,2.121,0.0,1.735
ZFP69,54.31,41.372,46.915,49.836,51.691,51.178
RP11-656D10.3,7.364,13.385,5.519,6.362,5.964,3.47
EXO5,59.833,70.576,62.554,85.887,108.352,96.285
RP11-656D10.5,0.0,1.217,0.0,0.0,0.0,0.0
RP11-656D10.6,3.682,3.65,7.359,3.181,1.988,6.072
ZNF684,60.753,46.239,59.794,45.594,39.762,62.455
RIMS3,3.682,14.602,12.879,12.724,15.905,13.879
RP4-739H11.3,0.921,0.0,0.0,2.121,0.0,2.602
RP4-739H11.4,32.218,7.301,31.277,46.655,29.822,34.697
NFYC,464.853,490.382,494.91,586.364,620.289,604.599
MIR30E,0.921,1.217,0.0,0.0,5.964,1.735
MIR30C1,1.841,0.0,1.84,0.0,2.982,1.735
KCNQ4,1.841,2.434,1.84,0.0,0.0,1.735
CITED4,17.49,12.168,12.879,45.594,50.697,31.227
RP5-1066H13.4,0.0,0.0,0.0,2.121,0.0,0.0
CTPS1,648.953,653.437,653.133,757.078,759.456,804.108
SLFNL1-AS1,30.377,21.903,22.998,51.956,27.833,32.095
SLFNL1,24.854,21.903,20.238,29.689,31.81,31.227
SCMH1,662.76,730.097,653.133,432.616,433.407,412.029
RP4-635E8.1,3.682,0.0,1.84,2.121,0.0,2.602
RP11-399E6.1,0.0,2.434,0.0,2.121,1.988,0.0
FOXO6,0.0,2.434,0.0,0.0,0.0,3.47
